title,year,cast,genres
The Dark Knight Rises,2012,"['Christian Bale', 'Michael Caine', 'Gary Oldman', 'Anne Hathaway', 'Tom Hardy', 'Marion Cotillard', 'Joseph Gordon-Levitt', 'Morgan Freeman', 'Matthew Modine', 'Ben Mendelsohn', 'Burn Gorman', 'Alon Abutbul', 'Juno Temple', 'Daniel Sunjata', 'Chris Ellis', 'Brett Cullen', 'Liam Neeson', 'Cillian Murphy', 'John Nolan', 'Josh Pence', 'Nestor Carbonell', 'Aidan Gillen', 'Rob Brown', 'Desmond Harrington', 'Josh Stewart', 'Christopher Judge', 'Noel Gugliemi', 'Tom Conti', 'William Devane', 'Ben Roethlisberger', 'Hines Ward', 'Troy Polamalu', 'Willie Colon', 'Maurkice Pouncey', 'Mike Wallace', 'Heath Miller', 'Aaron Smith', 'Ryan Clark', 'James Farrior', 'LaMarr Woodley', 'Casey Hampton', 'Bill Cowher', 'Luke Ravenstahl', 'United States Senator Patrick Leahy', 'Thomas Lennon', 'India Wadsworth']",['Superhero']
The Queen of Versailles,2012,"['David A. Siegel', 'Jackie Siegel']",['Documentary']
Iron Sky,2012,"['Julia Dietze', 'Peta Sergeant', 'Götz Otto', 'Chris Kirby', 'Udo Kier']","['Action', 'Science Fiction']"
Ruby Sparks,2012,"['Paul Dano', 'Zoe Kazan', 'Annette Bening', 'Antonio Banderas', 'Steve Coogan', 'Elliott Gould', 'Chris Messina', 'Deborah Ann Woll']","['Comedy', 'Drama', 'Fantasy', 'Romance']"
Step Up Revolution,2012,"['Ryan Guzman', 'Kathryn McCormick', 'Misha Gabriel', 'Peter Gallagher']",['Dance']
The Watch,2012,"['Ben Stiller', 'Vince Vaughn', 'Rosemarie DeWitt', 'Jonah Hill', 'Richard Ayoade', 'Will Forte', 'Billy Crudup']","['Action', 'Comedy', 'Science Fiction']"
Ai Weiwei: Never Sorry,2012,"['Danqing Chen', 'Ying Gao', 'Changwei Gu']",['Documentary']
Killer Joe,2012,"['Matthew McConaughey', 'Emile Hirsch', 'Juno Temple', 'Thomas Haden Church', 'Gina Gershon']","['Comedy', 'Crime', 'Thriller']"
Searching for Sugar Man,2012,['Rodriguez'],['Documentary']
Diary of a Wimpy Kid: Dog Days,2012,"['Zachary Gordon', 'Robert Capron', 'Rachael Harris', 'Devon Bostick', 'Steve Zahn']",['Comedy']
Total Recall,2012,"['Colin Farrell', 'Jessica Biel', 'Bryan Cranston', 'Kate Beckinsale', 'Bill Nighy', 'John Cho', 'Ethan Hawke', 'Bokeem Woodbine']","['Action', 'Science Fiction']"
360,2012,"['Rachel Weisz', 'Anthony Hopkins', 'Jude Law', 'Ben Foster', 'Jamel Debbouze', 'Moritz Bleibtreu']","['Drama', 'Thriller']"
Celeste and Jesse Forever,2012,"['Rashida Jones', 'Andy Samberg', 'Elijah Wood', 'Ari Graynor', 'Will McCormack', 'Emma Roberts', 'Eric Christian Olsen']","['Comedy', 'Drama', 'Romance']"
Hope Springs,2012,"['Meryl Streep', 'Tommy Lee Jones', 'Steve Carell', 'Mimi Rogers', 'Elisabeth Shue', 'Jean Smart', 'Brett Rice', 'Damian Young']","['Comedy', 'Drama', 'Romance']"
The Bourne Legacy,2012,"['Jeremy Renner', 'Rachel Weisz', 'Edward Norton', 'Oscar Isaac', 'Joan Allen', 'Albert Finney', 'Stacy Keach', 'Scott Glenn', 'David Strathairn', 'Donna Murphy', 'Elizabeth Marvel', 'Željko Ivanek', 'Corey Stoll', 'Michael Papajohn']","['Action', 'Thriller']"
The Campaign,2012,"['Will Ferrell', 'Zach Galifianakis', 'Jason Sudeikis', 'Katherine LaNasa', 'Dylan McDermott', 'John Lithgow', 'Dan Aykroyd', 'Brian Cox', 'P. J. Byrne']","['Comedy', 'Political', 'Satire']"
2 Days in New York,2012,"['Julie Delpy', 'Chris Rock', 'Albert Delpy', 'Alexia Landeau', 'Alex Nahon']","['Comedy', 'Romance']"
The Odd Life of Timothy Green,2012,"['Jennifer Garner', 'Joel Edgerton', 'C.J. Adams', 'Ron Livingston', 'Dianne Wiest', 'Odeya Rush', 'Rosemarie DeWitt', 'Lin-Manuel Miranda', 'M. Emmet Walsh', 'Lois Smith', 'Common']","['Comedy', 'Drama', 'Fantasy']"
Ek Tha Tiger,2012,"['Salman Khan', 'Katrina Kaif']","['Action', 'Thriller']"
The Expendables 2,2012,"['Sylvester Stallone', 'Jason Statham', 'Jet Li', 'Dolph Lundgren', 'Chuck Norris', 'Jean-Claude Van Damme', 'Bruce Willis', 'Arnold Schwarzenegger', 'Terry Crews', 'Randy Couture', 'Liam Hemsworth', 'Scott Adkins', 'Yu Nan']",['Action']
ParaNorman,2012,"['Kodi Smit-McPhee', 'Tucker Albrizzi', 'Anna Kendrick', 'Casey Affleck', 'Christopher Mintz-Plasse', 'Leslie Mann', 'Jeff Garlin', 'Elaine Stritch', 'Bernard Hill', 'John Goodman', 'Jodelle Ferland', 'Tempestt Bledsoe', 'Alex Borstein', 'Jack Blessing', 'Michael Corbett', 'Nicholas Guest', 'Emily Hahn', 'Bridget Hoffman', 'Alicia Lagano', 'Scott Menville', 'Ariel Winter', 'Jeremy Shada', 'Kirk Baily', 'Jacob Bertrand', 'Cam Clarke', 'Lara Cody', 'Denise Faye', 'Eddie Frierson', 'Rif Hutton', 'Edie Mirman']","['Animated', 'Comedy', 'Horror']"
Sparkle,2012,"['Jordin Sparks', 'Whitney Houston', 'Derek Luke', 'Mike Epps', 'Carmen Ejogo', 'Tika Sumpter', 'Omari Hardwick', 'CeeLo Green', 'Curtis Armstrong', 'Terrence J', 'Tamela Mann', 'Michael Beach']",['Musical']
Compliance,2012,"['Ann Dowd', 'Dreama Walker', 'Pat Healy', 'Bill Camp', 'Ashlie Atkinson', 'Phillip Ettinger']",['Thriller']
Cosmopolis,2012,"['Robert Pattinson', 'Juliette Binoche', 'Sarah Gadon', 'Mathieu Amalric', 'Jay Baruchel', 'Kevin Durand', ""K'naan"", 'Emily Hampshire', 'Samantha Morton', 'Paul Giamatti']","['Drama', 'Thriller']"
Robot & Frank,2012,"['Frank Langella', 'Susan Sarandon', 'James Marsden', 'Liv Tyler', 'Peter Sarsgaard', 'Jeremy Sisto', 'Jeremy Strong']","['Comedy', 'Drama', 'Science Fiction']"
Hit and Run,2012,"['Dax Shepard', 'Kristen Bell', 'Bradley Cooper', 'Tom Arnold', 'Kristin Chenoweth', 'Beau Bridges', 'David Koechner', 'Joy Bryant', 'Ryan Hansen', 'Jason Bateman', 'Sean Hayes', 'Michael Rosenbaum']","['Action', 'Comedy']"
The Apparition,2012,"['Ashley Greene', 'Sebastian Stan', 'Tom Felton']","['Horror', 'Supernatural']"
Premium Rush,2012,"['Joseph Gordon-Levitt', 'Michael Shannon', 'Dania Ramirez', 'Wolé Parks', 'Jamie Chung', 'Aasif Mandvi']","['Action', 'Thriller']"
Lawless,2012,"['Shia LaBeouf', 'Tom Hardy', 'Jason Clarke', 'Guy Pearce', 'Gary Oldman', 'Mia Wasikowska', 'Jessica Chastain', 'Dane DeHaan']","['Crime', 'Drama']"
The Oogieloves in the Big Balloon Adventure,2012,"['Toni Braxton', 'Cloris Leachman', 'Christopher Lloyd', 'Chazz Palminteri', 'Cary Elwes', 'Jaime Pressly']","['Adventure', 'Comedy', 'Musical', 'Family']"
The Ambassador,2012,[],[]
The Possession,2012,"['Jeffrey Dean Morgan', 'Kyra Sedgwick']","['Horror', 'Supernatural']"
"For a Good Time, Call...",2012,"['Ari Graynor', 'Seth Rogen', 'Lauren Anne Miller', 'Justin Long', 'Mark Webber', 'James Wolk']",['Comedy']
The Cold Light of Day,2012,"['Henry Cavill', 'Bruce Willis', 'Sigourney Weaver', 'Verónica Echegui', 'Roschdy Zem', 'Óscar Jaenada', 'Joseph Mawle']","['Action', 'Thriller']"
The Words,2012,"['Bradley Cooper', 'Jeremy Irons', 'Zoe Saldana', 'Dennis Quaid', 'Olivia Wilde', 'Ben Barnes']","['Drama', 'Mystery', 'Romance']"
Raiders of the Lost Ark: The IMAX Experience,2012,"['Harrison Ford', 'John Rhys-Davies', 'Karen Allen', 'Paul Freeman', 'Alfred Molina', 'Denholm Elliott', 'Ronald Lacey', 'Wolf Kahler', 'Anthony Higgins', 'Vic Tablian', 'Don Fellows', 'Fred Sorenson']","['Action', 'Adventure']"
Anna Karenina,2012,"['Keira Knightley', 'Jude Law', 'Aaron Johnson', 'Kelly Macdonald', 'Matthew Macfadyen', 'Olivia Williams', 'Emily Watson', 'Alicia Vikander', 'Ruth Wilson', 'Domhnall Gleeson']","['Drama', 'Historical', 'Romance']"
Detropia,2012,[],['Documentary']
Raaz 3D,2012,"['Bipasha Basu', 'Emraan Hashmi', 'Esha Gupta']","['Horror', 'Thriller']"
Resident Evil: Retribution,2012,"['Milla Jovovich', 'Sienna Guillory', 'Colin Salmon', 'Boris Kodjoe', 'Michelle Rodriguez', 'Shawn Roberts', 'Johann Urb', 'Kevin Durand', 'Li Bingbing']","['Action', 'Horror']"
Finding Nemo 3D,2012,"['Alexander Gould', 'Albert Brooks', 'Ellen DeGeneres', 'Willem Dafoe', 'Barry Humphries', 'Eric Bana', 'Bruce Spence', 'Allison Janney', 'Elizabeth Perkins', 'Geoffrey Rush', 'Brad Garrett', 'Austin Pendleton', 'Stephen Root', 'Vicki Lewis', 'Joe Ranft', 'Bill Hunter']","['Adventure', 'Animated', 'Comedy', 'Drama']"
Arbitrage,2012,"['Richard Gere', 'Susan Sarandon', 'Tim Roth', 'Brit Marling', 'Laetitia Casta', 'Nate Parker']","['Crime', 'Drama']"
Barfi!,2012,"['Anurag Basu', '(Director', 'Screenplay)', 'Ranbir Kapoor', 'Priyanka Chopra', ""Ileana D'Cruz""]","['Comedy', 'Drama', 'Romance']"
The Master,2012,"['Joaquin Phoenix', 'Philip Seymour Hoffman', 'Amy Adams', 'Laura Dern', 'Ambyr Childers', 'Rami Malek', 'Jesse Plemons', ""Kevin J. O'Connor"", 'Christopher Evan Welch', 'Madisen Beaty', 'Lena Endre', 'Amy Ferguson', 'Patty McCormack', 'Jillian Bell', 'Joshua Close', 'Fiona Dourif', 'David Warshofsky', 'Steven Wiig', 'W. Earl Brown']",['Drama']
Stolen,2012,"['Nicolas Cage', 'Malin Åkerman', 'Josh Lucas', 'Danny Huston']","['Action', 'Thriller']"
Amour,2012,"['Jean-Louis Trintignant', 'Emmanuelle Riva']","['Drama', 'Romance']"
Dredd,2012,"['Karl Urban', 'Olivia Thirlby', 'Lena Headey', 'Wood Harris']","['Action', 'Science Fiction']"
End of Watch,2012,"['Jake Gyllenhaal', 'Michael Peña', 'Anna Kendrick', 'Natalie Martinez', 'America Ferrera', 'Frank Grillo', 'Cody Horn', 'David Harbour', 'Kristy Wu', 'Cle Shaheed Sloan', 'Shondrella Avery', 'Maurice Compte', 'Flakiss', 'Richard Cabral', 'Jaime Fitzsimons', 'Diamonique']","['Action', 'Thriller']"
House at the End of the Street,2012,"['Jennifer Lawrence', 'Elisabeth Shue', 'Max Thieriot', 'Gil Bellows']",['Thriller']
Trouble with the Curve,2012,"['Clint Eastwood', 'Amy Adams', 'Matthew Lillard', 'Justin Timberlake', 'John Goodman', 'Robert Patrick', 'Scott Eastwood', 'Matt Bush']","['Drama', 'Sports']"
Diana Vreeland: The Eye Has to Travel,2012,[],[]
Head Games,2012,"['Christopher Nowinski', 'Bob Costas', 'Keith Primeau']",[]
The Perks of Being a Wallflower,2012,"['Emma Watson', 'Logan Lerman', 'Mae Whitman', 'Nina Dobrev', 'Johnny Simmons', 'Dylan McDermott', 'Paul Rudd', 'Ezra Miller', 'Kate Walsh', 'Erin Wilhelmi', 'Adam Hagenbuch', 'Melanie Lynskey', 'Joan Cusack', 'Zane Holtz', 'Reece Thompson', 'Nicholas Braun', 'Landon Pigg', 'Tom Savini', 'Julia Garner']",['Drama']
Magical Mystery Tour,2012,"['John', 'Paul', 'George', 'and', 'Ringo', 'Jessie Robins', 'Vivian Stanshall', 'Victor Spinetti', 'Mal Evans', 'Ivor Cutler', 'Derek Royle']",['Musical']
Hotel Transylvania,2012,"['Adam Sandler', 'Andy Samberg', 'Selena Gomez', 'Kevin James', 'Fran Drescher', 'Steve Buscemi', 'Molly Shannon', 'David Spade', 'CeeLo Green', 'Jon Lovitz', 'Luenell', 'Chris Parnell', 'Brian George', 'Brian Stack', 'Jackie Sandler', 'Sadie Sandler', 'Robert Smigel', 'Rob Riggle', 'Paul Brittain', 'Jim Wise', 'Brian McCann', 'Rose Abdoo', 'Kirk Baily', 'Dana L. Belben', 'Corey Burton', 'Cam Clarke', 'Michael Corbett', 'Allen Covert', 'Doug Dale', 'Collin Dean', 'Eddie Frierson', 'Bridget Hoffman', 'Rif Hutton', 'Tom Kenny', 'Scott Menville', 'Edie Mirman', 'Sunny Sandler', 'Katie Silverman', 'Sarah Thyre', 'Maddie Taylor']","['Animated', 'Comedy']"
Looper,2012,"['Joseph Gordon-Levitt', 'Bruce Willis', 'Emily Blunt', 'Paul Dano', 'Noah Segan', 'Jeff Daniels', 'Piper Perabo', 'Pierce Gagnon', 'Summer Qing', 'Tracie Thoms', 'Garret Dillahunt', 'Nick Gomez']","['Action', 'Science Fiction', 'Thriller']"
Pitch Perfect,2012,"['Anna Kendrick', 'Anna Camp', 'Rebel Wilson', 'Adam DeVine', 'Alexis Knapp', 'Brittany Snow', 'Freddie Stroma', 'Skylar Astin', 'Ester Dean', 'Hana Mae Lee', 'Ben Platt', 'Utkarsh Ambudkar', 'John Michael Higgins', 'Elizabeth Banks', 'Kelley Alice Jakle', 'Shelley Regner', 'David Del Rio', 'John Benjamin Hickey', 'Joe Lo Truglio', 'Har Mar Superstar', 'Jason Jones', 'Donald Faison', 'Christopher Mintz-Plasse']","['Comedy', 'Musical']"
Won't Back Down,2012,"['Viola Davis', 'Maggie Gyllenhaal', 'Holly Hunter', 'Ving Rhames', 'Rosie Perez']",['Drama']
The Waiting Room,2012,[],['Documentary']
Frankenweenie,2012,"[""Catherine O'Hara"", 'Martin Short', 'Martin Landau', 'Charlie Tahan', 'Atticus Shaffer', 'Winona Ryder', 'Robert Capron', 'James Hiroyuki Liao', 'Conchata Ferrell', 'Michael Welch', 'Christopher Lee', 'Tom Kenny', 'Dee Bradley Baker', 'Jeff Bennett', 'Frank Welker', 'Melissa Stribling', 'Jon Donahue']","['Animated', 'Comedy', 'Horror', 'Science Fiction']"
Taken 2,2012,"['Liam Neeson', 'Famke Janssen', 'Maggie Grace', 'Rade Sherbedgia', 'Luke Grimes']","['Action', 'Thriller']"
It's Such a Beautiful Day,2012,[],['Animated']
The Oranges,2012,"['Hugh Laurie', 'Leighton Meester', 'Catherine Keener', 'Adam Brody', 'Alia Shawkat', 'Oliver Platt', 'Allison Janney']","['Comedy', 'Drama', 'Romance']"
The Paperboy,2012,"['Zac Efron', 'Matthew McConaughey', 'Nicole Kidman', 'John Cusack', 'David Oyelowo', 'Scott Glenn']","['Crime', 'Drama']"
Argo,2012,"['Ben Affleck', 'John Goodman', 'Alan Arkin', 'Bryan Cranston', 'Victor Garber', 'Tate Donovan', 'Clea DuVall', 'Christopher Denham', 'Scoot McNairy', 'Kerry Bishé', 'Rory Cochrane', 'Kyle Chandler', 'Chris Messina', 'Željko Ivanek', 'Titus Welliver', 'Bob Gunton', 'Richard Kind', 'Richard Dillane', 'Omid Abtahi', 'Sheila Vand', 'Keith Szarabajka', 'Michael Parks', 'Taylor Schilling', 'Barry Livingston', 'Adrienne Barbeau', 'Tom Lenk', 'Nelson Franklin', 'Mark Rhino Smith', 'Philip Baker Hall', 'Mike Wallace']","['Drama', 'Historical', 'Thriller']"
Here Comes the Boom,2012,"['Kevin James', 'Salma Hayek', 'Henry Winkler', 'Joe Rogan']","['Comedy', 'Sports']"
Seven Psychopaths,2012,"['Colin Farrell', 'Michael Pitt', 'Michael Stuhlbarg', 'Sam Rockwell', 'Christopher Walken', 'Woody Harrelson', 'Harry Dean Stanton', 'Long Nguyen', 'Tom Waits', 'Amanda Warren', 'Abbie Cornish', 'Gabourey Sidibe', 'Linda Bright Clay', 'Olga Kurylenko']","['Comedy', 'Crime', 'Drama']"
Sinister,2012,"['Ethan Hawke', 'Juliet Rylance', 'Fred Dalton Thompson', ""Vincent D'Onofrio""]","['Horror', 'Supernatural']"
"3,2,1... Frankie Go Boom",2012,"['Charlie Hunnam', ""Chris O'Dowd"", 'Lizzy Caplan', 'Nora Dunn', 'Whitney Cummings', 'Ron Perlman', 'Chris Noth']",['Comedy']
Nobody Walks,2012,"['John Krasinski', 'Olivia Thirlby', 'Rosemarie DeWitt', 'India Ennenga', 'Justin Kirk']","['Drama', 'Independent']"
Smashed,2012,"['Mary Elizabeth Winstead', 'Aaron Paul', 'Octavia Spencer', 'Nick Offerman', 'Megan Mullally']",['Drama']
Smiley,2012,"['Caitlin Gerard', 'Melanie Papalia', 'Andrew James Allen', 'Liza Weil', 'Toby Turner', 'Roger Bart', 'Keith David', 'Jason Horton', 'Shane Dawson']",['Slasher']
Holy Motors,2012,"['Denis Lavant', 'Édith Scob', 'Eva Mendes', 'Kylie Minogue']","['Drama', 'Fantasy']"
Alex Cross,2012,"['Tyler Perry', 'Matthew Fox', 'Rachel Nichols', 'Edward Burns', 'Jean Reno', 'Giancarlo Esposito']","['Action', 'Thriller']"
Paranormal Activity 4,2012,"['Kathryn Newton', 'Matt Shively', 'Stephen Dunham', 'Alexondra Lee', 'Katie Featherston', 'Alisha Boe', 'Frank Welker', 'Aiden Lovekamp', 'Brady Allen']","['Found Footage', 'Horror', 'Supernatural']"
The Sessions,2012,"['John Hawkes', 'Helen Hunt', 'William H. Macy', 'Moon Bloodgood']","['Comedy', 'Drama', 'Erotic']"
The Girl,2012,"['Toby Jones', 'Sienna Miller', 'Penelope Wilton', 'Imelda Staunton', 'Carl Beukes', ""Candice D'Arcy"", 'Conrad Kemp']",[]
Chasing Mavericks,2012,"['Gerard Butler', 'Jonny Weston', 'Elisabeth Shue', 'Abigail Spencer']","['Drama', 'Biography']"
Cloud Atlas,2012,"['Tom Hanks', 'Jim Sturgess', 'David Gyasi', 'Jim Broadbent', 'Ben Whishaw', 'Halle Berry', 'Hugh Grant', 'Doona Bae', 'Hugo Weaving']",['Science Fiction']
Fun Size,2012,"['Victoria Justice', 'Jane Levy', 'Thomas McDonell', 'Thomas Mann', 'Chelsea Handler', 'Thomas Middleditch', 'Jackson Nicoll', 'Osric Chau', 'Riki Lindhome', 'Johnny Knoxville', 'Josh Pence', 'Ana Gasteyer', 'Kerri Kenney-Silver']","['Comedy', 'Teen', 'War']"
Silent Hill: Revelation,2012,"['Adelaide Clemens', 'Sean Bean', 'Radha Mitchell', 'Kit Harington', 'Carrie-Anne Moss', 'Malcolm McDowell', 'Deborah Kara Unger', 'Martin Donovan']","['Horror', 'Supernatural']"
Pusher,2012,"['Richard Coyle', 'Zlatko Burić']","['Crime', 'Thriller']"
Flight,2012,"['Denzel Washington', 'Brian Geraghty', 'Nadine Velazquez', 'Bruce Greenwood', 'John Goodman', 'Kelly Reilly', 'Don Cheadle', 'Melissa Leo']",['Drama']
The Man with the Iron Fists,2012,"['Russell Crowe', 'Lucy Liu', 'Dave Bautista', 'RZA', 'Byron Mann', 'Cung Le', 'Rick Yune']",['Martial Arts']
Wreck-It Ralph,2012,"['John C. Reilly', 'Sarah Silverman', 'Jack McBrayer', 'Jane Lynch', 'Alan Tudyk', 'Mindy Kaling', 'Joe Lo Truglio', ""Ed O'Neill"", 'Dennis Haysbert', 'Adam Carolla', 'Horatio Sanz', 'Rich Moore', 'Edie McClurg', 'Raymond S. Persi', 'Jess Harnell', 'Rachael Harris', 'Skylar Astin', 'Katie Lowes', 'Jamie Elman', 'Phil Johnston', 'Stefanie Scott', 'John DiMaggio', 'Brian Kesinger', 'Martin Jarvis', 'Brandon Scott', 'Maurice LaMarche', 'Roger Craig Smith', 'Reuben Langdon', 'Kyle Hebert', 'Ava Acres', 'Isabella Acres', 'Bob Bergen', 'David Boat', 'Jim Cummings', 'E.G. Daily', 'Debi Derryberry', 'Sandy Fox', 'Eddie Frierson', 'Emily Hahn', 'Jennifer Hale', 'Lauren MacMullan', 'Mona Marshall', 'Scott Menville', 'Laraine Newman', 'Paul Pape', 'Kath Soucie', 'April Stewart', 'Fred Tatasciore', 'Nick Grimshaw']","['Animated', 'Comedy']"
Amber Alert,2012,"['Summer Bellessa', 'Chris Hill', 'Jasen Wade']",[]
The Bay,2012,"['Will Rogers', 'Kristen Connolly', 'Kether Donohue', 'Frank Deal', 'Stephen Nunken', 'Christopher Denham', 'Nansi Aluka']","['Horror', 'Satire']"
The Details,2012,"['Tobey Maguire', 'Elizabeth Banks', 'Dennis Haysbert', 'Ray Liotta', 'Kerry Washington', 'Laura Linney']","['Comedy', 'Independent']"
A Late Quartet,2012,"['Philip Seymour Hoffman', 'Catherine Keener', 'Christopher Walken', 'Imogen Poots']",['Drama']
A Liar's Autobiography,2012,"['Graham Chapman', 'John Cleese', 'Cameron Diaz', 'Terry Gilliam', 'Michael Palin', 'Eric Idle']",['Biography']
North Sea Texas,2012,"['Jelle Florizoone', 'Mathias Vergels', 'Eva Van Der Gucht', 'Katelijne Damen', 'Noor Ben Taouet']","['Drama', 'Romance']"
This Must Be the Place,2012,"['Sean Penn', 'Frances McDormand']",['Drama']
Fire with Fire,2012,"['Josh Duhamel', 'Bruce Willis', ""Vincent D'Onofrio"", 'Rosario Dawson', 'Nnamdi Asomugha']","['Action', 'Thriller']"
In Their Skin,2012,"['Selma Blair', ""James D'Arcy""]",[]
Skyfall,2012,"['Daniel Craig', 'Ralph Fiennes', 'Judi Dench', 'Bérénice Marlohe', 'Naomie Harris', 'Javier Bardem', 'Ben Whishaw', 'Albert Finney']",['Spy']
Jab Tak Hai Jaan,2012,"['Shahrukh Khan', 'Anushka Sharma', 'Katrina Kaif']","['Drama', 'Romance']"
The Twilight Saga: Breaking Dawn – Part 2,2012,"['Kristen Stewart', 'Robert Pattinson', 'Michael Sheen', 'Mackenzie Foy', 'Billy Burke', 'Ashley Greene', 'Taylor Lautner', 'Peter Facinelli', 'Elizabeth Reaser', 'Jackson Rathbone', 'Nikki Reed', 'Kellan Lutz', 'Cameron Bright', 'Lee Pace', 'Dakota Fanning', 'Mia Maestro', 'Maggie Grace', 'Christian Camargo', 'Rami Malek', 'Daniel Cudmore', 'Christopher Heyerdahl', 'Jamie Campbell Bower', 'Noel Fisher', 'Wendell Pierce', 'Casey LaBow', 'MyAnna Buring', 'Joe Anderson', 'Angela Sarafyan', 'Booboo Stewart', 'Judith Shekoni', 'Charlie Bewley', 'J.D. Pardo', 'Julia Jones', 'Lateef Crowder', 'Toni Trucks', 'Andrea Gabriel', 'Chaske Spencer', 'Omar Metwally', 'Valorie Curry', 'Guri Weinberg', 'Lisa Howard', 'Patrick Brennan', 'Amadou Ly']","['Fantasy', 'Romance']"
Chasing Ice,2012,[],['Documentary']
Lincoln,2012,"['Daniel Day-Lewis', 'David Strathairn', 'Hal Holbrook', 'Sally Field', 'Joseph Gordon-Levitt', 'James Spader', 'John Hawkes', 'Tim Blake Nelson', 'Jared Harris', 'Tommy Lee Jones', 'David Oyelowo', 'Jackie Earle Haley', 'Dane DeHaan', 'Lee Pace', 'Julie White', 'Walton Goggins', 'David Costabile', 'Lukas Haas', 'Adam Driver', 'Michael Stuhlbarg', 'Gulliver McGrath', 'Elizabeth Marvel', 'S. Epatha Merkerson']","['Drama', 'Historical', 'Biography']"
Silver Linings Playbook,2012,"['Bradley Cooper', 'Jennifer Lawrence', 'Brea Bee', 'Robert De Niro', 'Jacki Weaver', 'John Ortiz', 'Julia Stiles', 'Anupam Kher', 'Chris Tucker']","['Comedy', 'Drama', 'Romance']"
Life of Pi,2012,"['Suraj Sharma', 'Ayush Tandon', 'Irrfan Khan', 'Gérard Depardieu']","['Adventure', 'Drama']"
Red Dawn,2012,"['Will Yun Lee', 'Chris Hemsworth', 'Josh Peck', 'Adrianne Palicki', 'Josh Hutcherson', 'Isabel Lucas', 'Connor Cruise', 'Jeffrey Dean Morgan']","['Action', 'War']"
Rise of the Guardians,2012,"['Chris Pine', 'Alec Baldwin', 'Hugh Jackman', 'Isla Fisher', 'Jude Law', 'Dakota Goyo']","['Action', 'Adventure', 'Animated', 'Fantasy']"
Nativity 2: Danger in the Manger,2012,"['David Tennant', 'Joanna Page', 'Marc Wootton', 'Pam Ferris', 'Jake Pratt', 'Bessie Cursons']",['Comedy']
Hitchcock,2012,"['Anthony Hopkins', 'Helen Mirren', 'Michael Wincott', 'Scarlett Johansson', 'Jessica Biel', ""James D'Arcy"", 'Toni Collette', 'Kurtwood Smith']","['Drama', 'Biography', 'Romance']"
The Collection,2012,"['Josh Stewart', 'Emma Fitzpatrick']",['Horror']
Killing Them Softly,2012,"['Brad Pitt', 'Vincent Curatola', 'Scoot McNairy', 'Ben Mendelsohn', 'Ray Liotta', 'Richard Jenkins', 'James Gandolfini']","['Crime', 'Noir']"
Talaash: The Answer Lies Within,2012,"['Aamir Khan', 'Rani Mukerji', 'Kareena Kapoor', 'Nawazuddin Siddiqui']","['Crime', 'Thriller']"
Playing for Keeps,2012,"['Gerard Butler', 'Uma Thurman', 'Jessica Biel', 'Dennis Quaid', 'Noah Lomax', 'James Tupper', 'Judy Greer', 'Catherine Zeta-Jones']","['Comedy', 'Romance']"
Bad Kids Go to Hell,2012,"['Amanda Alch', 'Marc Donato', 'Augie Duke', 'Roger Edwards', 'Ali Faulkner', 'Cameron Deane Stewart', 'Ben Browder', 'Judd Nelson']","['Comedy', 'Thriller']"
Cheerful Weather for the Wedding,2012,"['Felicity Jones', 'Luke Treadaway', 'Elizabeth McGovern']","['Comedy', 'Drama']"
Deadfall,2012,"['Eric Bana', 'Olivia Wilde', 'Charlie Hunnam', 'Sissy Spacek', 'Kris Kristofferson']","['Crime', 'Drama']"
Dino Time,2012,"['Jane Lynch', 'Rob Schneider', 'Stephen Baldwin', 'William Baldwin', 'Pamela Adlon', 'Yuri Lowenthal', 'Melanie Griffith']","['Adventure', 'Animated', 'Comedy', 'Fantasy']"
The Fitzgerald Family Christmas,2012,"['produced', 'written)', 'Kerry Bishé', 'Heather Burns', 'Connie Britton', 'Caitlin FitzGerald', 'Anita Gillette', 'Tom Guiry', 'Ed Lauter', 'Mike McGlone', 'Noah Emmerich']","['Comedy', 'Drama', 'War']"
